15,3,8,0
15,4,9,0
15,5,8,0
15,5,8,0
15,6,4,0
16,1,6,0
16,3,7,0
16,3,7,0
16,3,7,0
16,3,7,0
16,3,7,0
16,3,8,0
16,3,8,0
16,3,8,0
16,3,8,0
16,3,8,0
16,3,8,0
16,3,8,0
16,3,8,0
16,3,8,0
16,3,8,0
16,4,6,3
16,5,5,3
17,1,6,3
17,6,5,14
17,6,5,14
22,6,5,4
23,1,6,4
23,1,6,3
23,1,8,3
23,1,8,3
23,1,8,3
23,1,8,3
23,1,8,14
23,1,8,3
23,1,8,3
23,1,8,3
23,1,8,4
23,1,8,5
23,1,8,3
23,1,8,5
23,1,8,5
23,1,8,5
23,1,8,5
23,1,8,5
23,1,8,1
23,1,9,3
23,1,9,3
23,1,9,5
23,1,9,5
23,1,10,3
23,1,11,3
23,1,11,4
23,1,11,3
23,1,11,3
23,1,11,14
23,1,11,3
23,1,11,3
23,2,0,4
23,2,0,3
23,2,1,3
23,2,1,13
23,2,1,10
23,2,1,10
23,2,1,13
23,2,4,13
23,2,4,13
23,2,4,5
23,2,4,3
23,2,4,13
23,2,4,13
23,2,4,6
23,2,4,11
23,2,4,6
23,2,4,7
23,2,4,4
23,2,4,7
23,2,4,7
23,2,4,13
23,2,4,7
23,2,5,13
23,2,5,13
23,2,5,5
23,2,5,6
23,2,5,7
23,2,5,7
23,2,5,13
23,2,5,13
23,2,5,8
23,2,5,12
23,2,5,13
23,2,5,3
23,2,5,5
23,2,5,10
23,2,5,0
23,2,5,3
23,2,5,7
23,2,5,5
23,2,5,7
23,2,5,13
23,2,5,3
23,2,5,7
23,2,5,8
23,2,5,5
23,2,5,7
23,2,5,3
23,2,5,13
23,2,5,4
23,2,5,8
23,2,5,8
23,2,5,8
23,2,5,3
23,2,5,13
23,2,5,6
23,2,5,2
23,2,5,13
23,2,5,13
23,2,5,13
23,2,6,5
23,2,6,1
23,2,6,14
23,2,6,10
23,2,6,5
23,2,6,3
23,2,6,3
23,2,6,3
23,2,6,4
23,2,6,3
23,2,6,4
23,2,6,14
23,2,6,3
23,2,6,5
23,2,6,3
23,2,6,14
23,2,6,1
23,2,6,3
23,2,6,14
23,2,6,3
23,2,6,14
23,2,6,3
23,2,6,3
23,2,6,9
23,2,6,3
23,2,6,14
23,2,6,3
23,2,6,13
23,2,6,13
23,2,6,13
23,2,6,13
23,2,6,13
23,2,6,13
23,2,6,13
23,2,6,13
23,2,6,11
23,2,6,3
23,2,6,14
23,2,6,3
23,2,6,4
23,2,6,4
23,2,6,13
23,2,6,11
23,2,6,3
23,2,6,11
23,2,6,13
23,2,6,8
23,2,6,3
23,2,6,8
23,2,6,13
23,2,6,13
23,2,6,13
23,2,6,13
23,2,6,13
23,2,6,7
23,2,6,13
23,2,6,13
23,2,6,13
23,2,6,13
23,2,6,13
23,2,6,13
23,2,7,14
23,2,7,1
23,2,7,13
23,2,7,10
23,2,7,14
23,2,7,10
23,2,7,13
23,2,7,3
23,2,7,7
23,2,7,6
23,2,7,12
23,2,7,12
23,2,7,6
23,2,7,13
23,2,7,5
23,2,7,5
23,2,7,5
23,2,7,5
23,2,7,13
23,2,7,6
23,2,7,2
23,2,7,7
23,2,7,5
23,2,7,11
23,2,7,5
23,2,7,5
23,2,7,13
23,2,7,5
23,2,7,13
23,2,7,1
23,2,7,3
23,2,7,13
23,2,7,7
23,2,8,4
23,2,8,3
23,2,8,3
23,2,8,5
23,2,8,13
23,2,8,5
23,2,8,2
23,2,8,0
23,2,8,0
23,2,8,14
23,2,8,14
23,2,8,14
23,2,8,13
23,2,8,5
23,2,8,13
23,2,8,13
23,2,8,13
23,2,8,1
23,2,8,4
23,2,8,10
23,2,8,1
23,2,8,1
23,2,8,5
23,2,8,5
23,2,8,4
23,2,8,5
23,2,8,9
23,2,8,6
23,2,8,10
23,2,8,14
23,2,8,14
23,2,8,14
23,2,9,7
23,2,9,13
23,2,9,13
23,2,9,5
23,2,9,5
23,2,9,5
23,2,9,13
23,2,9,8
23,2,9,4
23,2,9,3
23,2,9,7
23,2,9,3
23,2,9,13
23,2,9,7
23,2,9,5
23,2,9,11
23,2,9,4
23,2,9,6
23,2,9,5
23,2,9,5
23,2,9,5
23,2,9,5
23,2,9,10
23,2,9,5
23,2,9,10
23,2,9,5
23,2,9,8
23,2,9,5
23,2,9,5
23,2,9,5
23,2,9,5
23,2,9,5
23,2,9,5
23,2,9,4
23,2,9,4
23,2,9,13
23,2,10,5
23,2,10,3
23,2,10,5
23,2,10,13
23,2,10,5
23,2,10,5
23,2,10,5
23,2,10,12
23,2,10,13
23,2,10,13
23,2,10,13
23,2,10,13
23,2,10,13
23,2,10,13
23,2,10,5
23,2,10,6
23,2,10,13
23,2,10,5
23,2,10,6
23,2,10,13
23,2,10,7
23,2,10,6
23,2,10,6
23,2,10,13
23,2,10,6
23,2,10,5
23,2,10,6
23,2,10,13
23,2,10,6
23,2,10,6
23,2,10,13
23,2,10,6
23,2,10,11
23,2,10,7
23,2,10,9
23,2,10,13
23,2,10,13
23,2,10,13
23,2,10,13
23,2,10,13
23,2,10,13
23,2,10,13
23,2,10,13
23,2,10,13
23,2,10,6
23,2,10,13
23,2,10,13
23,2,10,13
23,2,10,13
23,2,10,4
23,2,10,4
23,2,10,5
23,2,10,13
23,2,10,12
23,2,10,5
23,2,10,5
23,2,10,5
23,2,10,13
23,2,10,5
23,2,10,5
23,2,10,5
23,2,10,5
23,2,10,13
23,2,10,7
23,2,10,5
23,2,10,4
23,2,11,13
23,2,11,13
23,2,11,5
23,2,11,0
23,2,11,13
23,2,11,13
23,2,11,13
23,2,11,1
23,2,11,7
23,2,11,13
23,3,0,5
23,3,0,5
23,3,0,5
23,3,0,5
23,3,0,13
23,3,0,5
23,3,0,9
23,3,0,9
23,3,0,5
23,3,1,5
23,3,1,5
23,3,1,5
23,3,2,5
23,3,2,8
23,3,3,8
23,3,3,5
23,3,3,13
23,3,3,13
23,3,3,4
23,3,3,7
23,3,3,13
23,3,3,3
23,3,3,4
23,3,3,4
23,3,3,13
23,3,3,5
23,3,3,7
23,3,4,13
23,3,4,13
23,3,4,6
23,3,4,5
23,3,4,5
23,3,4,13
23,3,4,3
23,3,4,4
23,3,4,0
23,3,4,3
23,3,4,5
23,3,4,7
23,3,4,0
23,3,4,13
23,3,4,0
23,3,4,5
23,3,4,4
23,3,4,5
23,3,4,9
23,3,4,5
23,3,4,4
23,3,4,13
23,3,5,13
23,3,5,13
23,3,5,13
23,3,5,5
23,3,5,13
23,3,5,8
23,3,5,13
23,3,5,5
23,3,5,5
23,3,5,8
23,3,5,5
23,3,5,5
23,3,5,5
23,3,5,13
23,3,5,13
23,3,5,13
23,3,5,13
23,3,5,4
23,3,5,3
23,3,5,3
23,3,5,14
23,3,5,3
23,3,5,3
23,3,5,3
23,3,5,4
23,3,5,5
23,3,5,4
